frame.number,frame.time,eth.src,eth.dst,ip.src,ip.dst,ip.proto,data.data,data.len,udp.srcport,udp.dstport,udp.length,eth.addr.oui_resolved
"41","Jun 14, 2020 10:27:44.551771000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310040000000000721ae555ee5df7eddec6a4a9293494a317fe1b87739d2b547e82de4f0d944c64e0cc5a9cf09581a8c20fb1e610c623ee115cf046b11b552","64","54321","8053","72","XIAOMI Electronics,CO.,LTD"
"42","Jun 14, 2020 10:27:44.586130000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310060000000000721ae555ee5df7ebd08cb1244c4936f418442cfebe24498e3fafc8f5abaada60b30ee7a1337a1a12a6801db9231a6621d087d74c5b467435e7e8de242adf6d8c08bdbe60252b0f08ff8e1dd284b7d48f27cbfa9376c2ae0","96","54321","8053","104","XIAOMI Electronics,CO.,LTD"
"43","Jun 14, 2020 10:27:44.639353000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310040000000000721ae555ee5df7e9286fb93758b78c1bd49628bf225bb6e7df3ef21b827c1e35e0f0d10ae7f83e29c2bf25f16e47ef6bc4b0250ca1d5549","64","8053","54321","72","XIAOMI Electronics,CO.,LTD"
"44","Jun 14, 2020 10:27:45.042248000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310070000000000721ae555ee5df7f425b4bd9da41bf4c17522ab9b8aa325c303a7493a4889006ffae411729be86f0071884e36fbdd0324d7685c7f3fe1de203f6998e86a6504b0c5b52919cd3389e2773b9a8ca90bd9c9ad43ac888d18efbba14b2144d4486ba73336a10e02f64ff","112","8053","54321","120","XIAOMI Electronics,CO.,LTD"
"45","Jun 14, 2020 10:27:45.064216000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310040000000000721ae555ee5df7f08628a232956def1c0967cc39f402aea47e82de4f0d944c64e0cc5a9cf09581a1bfaca44f99785850fec32e808501de3","64","54321","8053","72","XIAOMI Electronics,CO.,LTD"
"46","Jun 14, 2020 10:27:45.652899000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310070000000000721ae555ee5df7fbb5d673ffbd8e800414b057dd30e59f0303a7493a4889006ffae411729be86f0cde523a13d7e05b0f28b5b61a38185b241439f53c76dd84a2a173d3c74eead8e419f737d1f91f89f948968e51e2abb0ca3f795095e4cada326be84caca8bc10f","112","8053","54321","120","XIAOMI Electronics,CO.,LTD"
"47","Jun 14, 2020 10:27:45.678757000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310040000000000721ae555ee5df7fd9313b37e4699bd1d881b39b88e62e1647e82de4f0d944c64e0cc5a9cf09581a23c26b194c3aba988e43633e0646f73b","64","54321","8053","72","XIAOMI Electronics,CO.,LTD"
"48","Jun 14, 2020 10:27:45.785897000 Mitteleuropäische Sommerzeit","40:31:3c:d3:23:d4","46:85:00:12:35:54","192.168.137.44","18.197.235.166","17","21310060000000000721ae555ee5df7f66445b0762a61b9a379def6c07a797cee3fafc8f5abaada60b30ee7a1337a1a12a6801db9231a6621d087d74c5b467434fdb5fa6854f483d00c19469e21d55b7b3668c4dfe75c9965cdacc0ce7226a63","96","54321","8053","104","XIAOMI Electronics,CO.,LTD"
"49","Jun 14, 2020 10:27:45.868053000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310040000000000721ae555ee5df7f5873f72b6982bc4128390731cd72f831e70552c3a4601b755c8c58f7862590b934212ea1f1bf07f6d45c20a067078ce7","64","8053","54321","72","XIAOMI Electronics,CO.,LTD"
"50","Jun 14, 2020 10:27:46.164978000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","40:31:3c:d3:23:d4","18.197.235.166","192.168.137.44","17","21310070000000000721ae555ee5df7f50c8e120702fe0a0a94538e51eff0ef6303a7493a4889006ffae411729be86f0c009379112738770b6661c55693b0f72f4b9b9439390ed231177a713dc7666174494fec9e4843ff3547d89af1bfd636e9c845ce2e6c432187d266b11a964e0c0","112","8053","54321","120","XIAOMI Electronics,CO.,LTD"
