frame.number,frame.time,eth.src,eth.dst,ip.src,ip.dst,ip.proto,data.data,data.len,udp.srcport,udp.dstport,udp.length,eth.addr.oui_resolved
"52","Jun  6, 2020 16:55:36.871739000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","33:33:00:00:00:fb",,,,,,"5353","5353","36",
"53","Jun  6, 2020 16:55:36.884072000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","01:00:5e:00:00:fb","192.168.137.1","224.0.0.251","17",,,"5353","5353","36",
"54","Jun  6, 2020 16:55:36.885159000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","33:33:00:00:00:fb",,,,,,"5353","5353","36",
"55","Jun  6, 2020 16:55:43.095691000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","01:00:5e:00:00:fb","192.168.137.1","224.0.0.251","17",,,"5353","5353","263",
"56","Jun  6, 2020 16:55:44.531573000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","ff:ff:ff:ff:ff:ff","192.168.137.1","192.168.137.255","17","53706f745564703027570d3f3d27d128000100044895c2034e28d891c91c457ab98d7e4f7ad708f6dd84eca6","44","57621","57621","52",
"57","Jun  6, 2020 16:56:14.544082000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","ff:ff:ff:ff:ff:ff","192.168.137.1","192.168.137.255","17","53706f745564703027570d3f3d27d128000100044895c2034e28d891c91c457ab98d7e4f7ad708f6dd84eca6","44","57621","57621","52",
"58","Jun  6, 2020 16:56:32.013410000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","01:00:5e:00:00:fb","192.168.137.1","224.0.0.251","17",,,"5353","5353","36",
"59","Jun  6, 2020 16:56:32.014724000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","33:33:00:00:00:fb",,,,,,"5353","5353","36",
"60","Jun  6, 2020 16:56:32.016132000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","01:00:5e:00:00:fb","192.168.137.1","224.0.0.251","17",,,"5353","5353","36",
"61","Jun  6, 2020 16:56:32.017134000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","33:33:00:00:00:fb",,,,,,"5353","5353","36",
"62","Jun  6, 2020 16:56:32.019718000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","01:00:5e:00:00:fb","192.168.137.1","224.0.0.251","17",,,"5353","5353","36",
"63","Jun  6, 2020 16:56:32.020720000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","33:33:00:00:00:fb",,,,,,"5353","5353","36",
"64","Jun  6, 2020 16:56:32.022070000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","01:00:5e:00:00:fb","192.168.137.1","224.0.0.251","17",,,"5353","5353","36",
"65","Jun  6, 2020 16:56:32.022878000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","33:33:00:00:00:fb",,,,,,"5353","5353","36",
"66","Jun  6, 2020 16:56:32.024145000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","33:33:00:01:00:03",,,,,,"55972","5355","30",
"67","Jun  6, 2020 16:56:32.024264000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","01:00:5e:00:00:fc","192.168.137.1","224.0.0.252","17",,,"55972","5355","30",
"68","Jun  6, 2020 16:56:32.024965000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","33:33:00:01:00:03",,,,,,"56475","5355","30",
"69","Jun  6, 2020 16:56:32.025050000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","01:00:5e:00:00:fc","192.168.137.1","224.0.0.252","17",,,"56475","5355","30",
"70","Jun  6, 2020 16:56:32.435307000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","33:33:00:01:00:03",,,,,,"55972","5355","30",
"71","Jun  6, 2020 16:56:32.435373000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","33:33:00:01:00:03",,,,,,"56475","5355","30",
"72","Jun  6, 2020 16:56:32.435384000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","01:00:5e:00:00:fc","192.168.137.1","224.0.0.252","17",,,"55972","5355","30",
"73","Jun  6, 2020 16:56:32.435453000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","01:00:5e:00:00:fc","192.168.137.1","224.0.0.252","17",,,"56475","5355","30",
"74","Jun  6, 2020 16:56:33.013228000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","01:00:5e:00:00:fb","192.168.137.1","224.0.0.251","17",,,"5353","5353","36",
"75","Jun  6, 2020 16:56:33.014133000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","33:33:00:00:00:fb",,,,,,"5353","5353","36",
"76","Jun  6, 2020 16:56:33.015281000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","01:00:5e:00:00:fb","192.168.137.1","224.0.0.251","17",,,"5353","5353","36",
"77","Jun  6, 2020 16:56:33.016194000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","33:33:00:00:00:fb",,,,,,"5353","5353","36",
"78","Jun  6, 2020 16:56:33.017234000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","01:00:5e:00:00:fb","192.168.137.1","224.0.0.251","17",,,"5353","5353","36",
"79","Jun  6, 2020 16:56:33.018009000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","33:33:00:00:00:fb",,,,,,"5353","5353","36",
"80","Jun  6, 2020 16:56:44.551112000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","ff:ff:ff:ff:ff:ff","192.168.137.1","192.168.137.255","17","53706f745564703027570d3f3d27d128000100044895c2034e28d891c91c457ab98d7e4f7ad708f6dd84eca6","44","57621","57621","52",
"81","Jun  6, 2020 16:56:49.984165000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","01:00:5e:00:00:fb","192.168.137.1","224.0.0.251","17",,,"5353","5353","53",
"82","Jun  6, 2020 16:56:51.989451000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","01:00:5e:7f:ff:fa","192.168.137.1","239.255.255.250","17",,,"56640","1900","134",
"83","Jun  6, 2020 16:56:56.475232000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","ff:ff:ff:ff:ff:ff","192.168.137.1","192.168.137.255","17",,,"138","138","209",
"84","Jun  6, 2020 16:57:14.566049000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","ff:ff:ff:ff:ff:ff","192.168.137.1","192.168.137.255","17","53706f745564703027570d3f3d27d128000100044895c2034e28d891c91c457ab98d7e4f7ad708f6dd84eca6","44","57621","57621","52",
"85","Jun  6, 2020 16:57:33.684465000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","01:00:5e:7f:ff:fa","192.168.137.1","239.255.255.250","17",,,"55131","1900","178",
"86","Jun  6, 2020 16:57:34.692255000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","01:00:5e:7f:ff:fa","192.168.137.1","239.255.255.250","17",,,"55131","1900","178",
"87","Jun  6, 2020 16:57:35.708040000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","01:00:5e:7f:ff:fa","192.168.137.1","239.255.255.250","17",,,"55131","1900","178",
"88","Jun  6, 2020 16:57:36.723901000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","01:00:5e:7f:ff:fa","192.168.137.1","239.255.255.250","17",,,"55131","1900","178",
"89","Jun  6, 2020 16:57:38.526522000 Mitteleuropäische Sommerzeit","46:85:00:12:35:54","33:33:00:00:00:0c",,,,"3c3f786d6c2076657273696f6e3d22312e302220656e636f64696e673d227574662d38223f3e3c736f61703a456e76656c6f706520786d6c6e733a736f61703d22687474703a2f2f7777772e77332e6f72672f323030332f30352f736f61702d656e76656c6f70652220786d6c6e733a7773613d22687474703a2f2f736368656d61732e786d6c736f61702e6f72672f77732f323030342f30382f61646472657373696e672220786d6c6e733a7773643d22687474703a2f2f736368656d61732e786d6c736f61702e6f72672f77732f323030352f30342f646973636f76657279223e3c736f61703a4865616465723e3c7773613a546f3e75726e3a736368656d61732d786d6c736f61702d6f72673a77733a323030353a30343a646973636f766572793c2f7773613a546f3e3c7773613a416374696f6e3e687474703a2f2f736368656d61732e786d6c736f61702e6f72672f77732f323030352f30342f646973636f766572792f5265736f6c76653c2f7773613a416374696f6e3e3c7773613a4d65737361676549443e75726e3a757569643a39666263323066622d323836662d346637342d393663662d3964323439333261353835663c2f7773613a4d65737361676549443e3c2f736f61703a4865616465723e3c736f61703a426f64793e3c7773643a5265736f6c76653e3c7773613a456e64706f696e745265666572656e63653e3c7773613a416464726573733e75726e3a757569643a65333234383030302d383063652d313164622d383030302d3030316261396166383137313c2f7773613a416464726573733e3c2f7773613a456e64706f696e745265666572656e63653e3c2f7773643a5265736f6c76653e3c2f736f61703a426f64793e3c2f736f61703a456e76656c6f70653e","656","60858","3702","664",
